sentiment,text
positive,Bharti Infratel fourth quarter net profit may rise  by 36 per cent: Report
positive,Markets@fresh record highs: Top ten multi-bagger stocks for your portfolio
positive,Recommend Maruti and Tata Motors in auto sector: Jagdish Malkani
positive,Europe rebounds as Ukraine rebels hand over black boxes
positive,Cement stocks are likely to go up higher: Vijay Bhambwani
positive,Bharat Forge seems a safe bet: Deepak Mohoni
positive,Strides Arcolab Sept qtr net up 84 per cent to Rs 41 cr
positive,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .
positive," Chinese tech giant Tencent Holdings has invested in Argentine mobile banking service Uala, joining investors including George Soros and Point72 Ventures. The investment significantly raised Uala's valuation and will help accelerate its growth plans. Uala offers prepaid Mastercards, bill payment, metro card top up, and digital"
positive,services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .
positive,"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever ."
positive,"ACC, Ambuja Cement gain on cement price hike"
positive,Suzlon Energy rallies 20% in two sessions as Q4 net loss narrows
positive,ABB India shares jump over 12% on good results
positive,"Optimistic on the auto space: Sanjay Sinha, L&T Mutual Fund"
positive,RPG Life Q1 net profit soars over 19-fold to Rs 55 crore
positive,STFC raises 583 cr via QIP issue
positive,HCL Technologies: Positive management commentary lifts the stock from the day's low level
positive,"EasyJet leads European shares higher, focus on ECB"
positive,Farmers reap a tidy profit as turmeric prices shoot up
positive,Brent holds above $109 on Ukraine tensions
positive,"Local investors should buy equities; infra, auto favourable spaces: Deven Choksey"
positive,Coal India 34% subscribed on Day 1
positive,ECB stimulus hope helps emerging stocks to weekly gains
positive,Infotech Enterprises Q4 net up 29 per cent to Rs 70 crore
positive,"Bank, auto, energy stocks may push Nifty higher: Mitesh Thacker"
positive,First pharma IPO in 5 years: Syngenes debut offer subscribed 32 times
positive,Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .
positive,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .
positive,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .
positive,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .
positive,Mercator Lines has potential to touch Rs 180: Ventura
positive,Colgate-Palmolive gains; UBS upgrades to 'buy'
positive,Bhushan Steel rallies; lenders approve loan restructuring
positive,"Infosys consolidated Q2 net profit at Rs 3,398 crore, above estimates"
positive,OIL October-quarter net up 4% at Rs 902.96 crore
positive,The court found TelecomInvest 's arguments convincing .
positive,"Better to invest in FMCG, pharma and IT: Prashastha Seth, IIFL Wealth, India Infoline"
positive,"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor ."
positive,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .
positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .
positive,Defence stocks: Investors go on the offensive
positive,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday ."
positive,"Ranbaxy, Teva settle claims with New York Attorney General; stock rallies"
positive,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock ."
positive,Prefer Idea Cellular over Bharti Airtel in Telecom space: Ajay Bodke
positive,Ashok Leyland raises Rs 667 crore through QIP
positive,SKF India clocks 40 pc increase in PAT in Q1 2011
positive,Insecticides India Q1 net profit up 14% at Rs 19.8 cr
positive,"According to Sepp+Ænen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency ."
positive,Crisil shares hit 52-week high as net profits rises by 38.5%
positive,Ind Swift Laboratories up 13% on Piramal stake buy reports
positive,Coastal Projects gets Rs 250-cr PE funding
positive,`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .
positive,"Euro, bond yields dip as looser European Central Bank policy eyed"
positive,Sinclairs Hotels Q1 net profit up at Rs 2.67 crore
positive,"Kitex Garments another Page Inds in making, can be a multibagger in 5 years: Vikas Sethi, Finmart"
positive,Prefer auto and pharmaceutical stocks: Taher Badshah
positive,"With auto sales gaining pace, brokers say auto ancillaries can give over 20% returns"
positive,Karur Vysya Bank Q2 profit surges 57% to Rs 142 crore
positive,"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''"
positive,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak ."
positive,Mid-sized banking funds deliver returns of 50-84% over six months
positive,EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .
positive,"South Korean shares poised for 4-day winning streak, won steady"
positive,"Like it or not, China's crude oil futures will be a global benchmark"
positive,Monnet Ispat surges nearly 13% on likely stake sale by promoters
positive,Sobha Q2 net profit up 13% at Rs 56.6 cr
positive,"Manappuram, Muthoot rally 20% as RBI allows gold NBFCs to lend more"
positive,Cargo volume grew by 7 % .
positive,"Dollar near 4-month high as data lifts sentiment, euro wary of ECB"
positive,Fag-end buying in select bluechips lifts Sensex by 53 points
positive,Buying conviction will come at 4525-4540 levels on Nifty: Vijay Bhambwani
positive,"Australia shares scale 3 week high as utilities, resources shine"
positive,Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .
positive,"Prefer Bajaj, Titan in the largecap space: Pankaj Pandey, HoR, ICICIdirect.com"
positive,Voltas surges on cooling products-led beat in earnings
positive,Fitch upgrades Tata Steel outlook to stable after two years
positive,Shilp Gravures to shift flexo unit; stock up
positive,Brokerages see over 70% upside on Idea Cellular stock in a year
positive,"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila ."
positive,Short-covering helps Sensex recover from losses
positive,27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .
positive,"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order ."
positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .
positive,KPIT Tech rallies on upbeat Q2 numbers
positive,"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn ."
positive," Japan Display shares surged on reports of potential funding from Taiwan's TPK Holding and China's Silk Road Fund, in exchange for a 30% stake. Discussions were described as advanced, with the company previously denying similar reports. The Apple supplier has faced losses due to competition from Chinese rivals and slow smart"
positive,GCPL Q4 net profit zooms 73% to Rs 334.14 crore
positive,"Dollar climbs on yen, BOJ passes baton to ECB"
positive,: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .
positive,"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 ."
positive,Alkem Laboratories $200 mln IPO fully subscribed - exchanges
positive,Ashok Leyland shares surge over 9 per cent after strong sales in December
positive,Expecting Bank Nifty to touch 11900-12000: Ashwani Gujral
positive,Taiwan stocks rise; flat panel makers up
positive,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn ."
positive,Smallcap capital goods stocks finding favour with investors: Harendra Kumar
positive,"Seven blue-chips add Rs 25,098 crore in market-cap; Tata Motors top gainer"
positive,"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland ."
positive,Den demerger talk lifts stock
positive,It is in line with its plans to focus on selected growth segments and streamline corporate structure .
positive,"Strong pipeline of films, low-risk business model drives net profit of Eros International"
positive,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel"
positive,"2015: Best year for IPOs since 2010; Dr Lal surges 50%, Alkem gains 31% on street debut"
positive,"MCX, FTIL shares gain 3% in early trade"
positive,"Snowmans IPO gets overwhelming response, subscribing 60 times"
positive,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 ."
positive,Bayer CropScience shares hit 52-week high on buyback plans
positive,"HCC a good pick in the construction space: Abhijit Paul, Brics Securities"
positive,"Like Tata Motors, despite capex plan overhang: Pankaj Pandey, ICICIdirect.com"
positive,Brokers say 'buy' even as Sobha Developers slips post Q1 results
positive,NBFC space looks attractive: Gaurav Doshi
positive,Pipavav Defence surges on debt recast plans
positive,"HDFC, ICICI will continue the good run: Sudip Bandyopadhyay"
positive,"SAIL, Sterlite to exit Nifty index; UltraTech, Lupin to move in"
positive,The talks are aimed at restructuring operations and cutting costs .
positive,GSK Consumer gains 1.7% on in-line Q4 results
positive,Future Retail raises Rs 500 cr via private placement of NCDs
positive,"China, India gold demand posts double-digit drop in Q1: WGC"
positive,Trident Ltd Q3 shoots over 3-fold to Rs 50.9 crore
positive,"Consumer cos will see more consistent growth: David Pezarkar, Daiwa AMC"
positive," Apple reported spending over $60 billion with around 9,000 U.S. component suppliers and companies in 2018, marking a more than 10% increase from the previous year. Since 2011, Apple has generated or supported over 2 million jobs across all 50 states in"
positive,RCF Q4 net up 30% to Rs 152.47 crore
positive,Whirlpool India Q1 profit grows 18 per cent at Rs 98.1 crore
positive,FIPB approval would be a key trigger for HDFC Bank's stock: Mayuresh Joshi of Angel Broking
positive,Kesoram promoters infuse Rs 200 cr to raise stake to 49%
positive,"Hind Sanitaryware not so fragile now, improving fortunes"
positive,Charting Technicals: Investors can expect a multi-year bull run in Wipro
positive,"Railways Vote on Account 2014: Rail stocks gain ahead of budget, Titagarh Wagons up 2%"
positive,DHFL winning back investors trust
positive,"SKS scrip snaps losing streak, ends 3% up after rate reduction"
positive,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 ."
positive,Rupee rebounds from near 5-month low; RBI aids
positive,"TVS, Bharat Forge top picks; have delivered above market returns: Sandip Sabharwal"
positive,"8200 holds the key for Nifty; Sensex likely to climb to 27,375: Mitesh Thacker"
positive,Railway-related stocks gain on investor meet report
positive,"Gold dives on selling by stockists, silver rises"
positive," Oprah Winfrey and Prince Harry have partnered to create an Apple documentary, set for release next year, aimed at promoting mental health awareness. Harry, who has been vocal about his struggles following his mother's death, revealed that he came close to a breakdown as a child. He and Winfrey, one of the world's"
positive,The Department Store Division reported an increase in sales of 4 per cent .
positive,Small stocks give better returns to investors so far this year
positive,"PVR, INOX to register increase in September quarter revenue due to box office hits"
positive,Neyveli Lignite shares gain as Sebi gives Tamil Nadu consent to buy stake
positive,"Urban theme looks good given the deficient monsoon: Pankaj Pandey, ICICIdirect.com"
positive,Nasdaq's revamp of PSX exchange to put focus back on order size
positive,"BoB profit rises 61% to Rs 1,019 cr"
positive,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t"
positive,"Seoul shares rise to 2-month highs, helped by foreign buying; won up"
positive,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom ."
positive,"TVS, Ashok Leyland, Escorts rally on strong September sales"
positive,V-Guard: Bullish on growth due to diversification and expansion in new markets
positive,Diamond prices set to outpace gold as luxury spending in Asia rises
positive,V-Guard Q4 profit soars 129% on cost-cutting
positive,"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 ."
positive,"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel ."
positive,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .
positive,"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy ."
positive,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 ."
positive,SKF profit increases 50.32% to Rs 48.39 crore in Oct-Dec
positive,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year ."
positive,Egypt unrest may fuel rally in oil & gas stocks
positive,Infinite Computer IPO sees robust demand; subscribed 43 times
positive," Aeva Inc, a startup founded by former Apple engineers, has signed a deal with Audi's autonomous driving unit, AID Autonomous Intelligent Driving, for lidar sensor systems. Aida will use Aeva's sensors on its e-tron development fleet vehicles in Munich, Germany. The lidar"
positive,Railways upgrade project to benefit Kolkata-based GPT Infra
positive,"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China ."
positive,Prefer Hero Motocorp over Bajaj Auto in  two-wheeler space: Mehraboon Irani
positive,Eros International Q1 net up 49 per cent at Rs 53 crore
positive,"Would buy Hindustan Motors above 30: Sandeep Wagle, APTART Technical Advisory Services"
positive,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur ."
positive,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .
positive,JK Paper mulls pulp mill in South Asia; stock up
positive,"OPEC Secretary-General sees ""improvement"" in oil market"
positive,"Sensex@22,339, fresh closing high; Nifty seen at 6,900 in 30 days"
positive,IOC plans to hive-off E&P business; stock up
positive,Earnings preview: Cement biggies earnings belies expectations
positive,Positive on IT stocks: Deven Choksey
positive,"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says ."
positive,ABG Shipyard ends 13.3% higher on buzz L&T plans to buy stake in firm
positive,Investors will be overweight on equities in long term'
positive,Gammon Infrastructure surges by 10.79% on bourses on rights issue plans
positive,SKS Microfinances now the toast of smart investors
positive,The new technology improves the glass quality and consistency while increasing throughput .
positive,SSPDL subsidiary bags Rs 28 cr orders;stock up
positive,"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU"
positive,"Subsidy phase-out will drive further upside in oil & gas stocks: Deven Choksey, KR Choksey Sec"
positive,Opto Circuits shares rally over 35% on heavy volumes
positive,Wealthy investors lap up NHAI's Rs 10k cr bond issue
positive,RComm volumes are good: Devang Visaria
positive,The transactions would increase earnings per share in the first quarter by some EUR0 .28 .
positive,United Bank raises $350 million under MTN programme
positive,"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia ."
positive,"IMF outlook boosts Sensex, Nifty reclaims 8750; top 20 trading ideas"
positive,"Edelweiss, IIFL, Motilal Oswal, Geojit BNP churn out solid numbers; show driven by all segments"
positive,"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group ."
positive,"Upbeat data lifts dollar off lows, sterling near 5-1/2-year high"
positive,Shasun Pharmaceuticals reports 50% jump in Q3 profit
positive,- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .
positive,Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .
positive,Railway stocks on a roll ahead of Budget
positive,Bata is a great long term bet for 10-15 years period: Sudip Bandyopadhyay
positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 ."
positive,Texmaco could give favourable returns: Deepak Mohoni
positive,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .
positive,"Hexaware's Q2 revenue rises 5.6%, helped by growth in Europe, US"
positive,Street @ new peak: Opto Circuits surges over 8%; top 20 stock bets
positive,Crude palm oil futures rise as demand picks up
positive,That would be an increase from estimated sales of 117 million last year .
positive,Ramky Infrastructure rallies 18% on sale of 3 highway projects to Pirmal Group
positive,Decision on cut in government stake structurally positive for Dena Bank: Amit Khurana
positive,"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said ."
positive,"The Dutch broker noted that Nokian Tyres reported a good first quarter in 2006 , above or in line with consensus ."
positive,40-50% earnings growth expected for Amara Raja Batteries in FY11: Anagram Capital
positive,British pound slips against buoyant Fed-boosted dollar
positive,Gold rises before jobs data
positive,Valuation gap with larger peer makes Stylam Industries an attractive option
positive,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago ."
positive,"TCS, L&T, RIL, Tata Motors, NTPC safe bet to retire on"
positive,Consumer stocks to ride GDP wave
positive,Consistent performer HDFC Bank can be among top 3 holdings in any portfolio: Dipan Mehta
positive,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''"
positive,The main strength of the cooperation project lies in merging the know-how of two large companies .
positive,Rupiah rises from 16-year low; won buoyed by firmer yen
positive,The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .
positive,"HUL, TCS, Asian Paints, Lupin show resilience in a falling market: CLSA"
positive,OIS rates surge to highest in nearly 3-months after CPI
positive,Essar Oil stock more than doubles in a year; LIC big gainer
positive,Acquisitions have been made and businesses have been well integrated .
positive,Tata Motors stock to soar again over JLR volumes and renewed FII interest
positive,"Facebook revenue, profit beat forecasts, shares hit all-time high"
positive,Mastek rallies 20% in 3 days ahead of buyback proposal
positive,Gold rises from eight-month low on Syria to physical purchases
positive,APL Apollo Tubes hits record high; HDFC MF buys shares
positive,Dabur plans three new plants overseas; stock up
positive,Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .
positive,Aditya Birla Nuvo Q2 Net increases 2.2 pc at Rs 290.15 crore
positive,Highest yields on German short-term bonds boost euro
positive,Maintain overweight stance on IT sector: Gautam Chhaochharia
positive,"IGATE to create team that targets strategic deals, revenue rises 3.5 per cent"
positive,El Nino may push palm prices to $700 per tonne: Indonesian association
positive,"Infosys, RIL, Airtel among top five stocks where FIIs have room to invest"
positive,"ONGC, Cairn India expected to show positive results: Gaurang Shah"
positive,"Capital goods stocks to outperform market going ahead; prefer, L&T, SKF and Voltas: Pankaj Pandey"
positive,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn ."
positive,"Claris Lifesciences is a good buy: G Chokkalingam, Equinomics Research & Advisory Pvt Ltd"
positive,25% minimum upside in the South India Bank over one year: Angel Broking
positive,Binani Cement zooms 19 pc on delisting move
positive,Merrill Lynch buys 2.35 lakh shares in Financial Technologies
positive,Koutons Retail set for better days
positive,"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s ."
positive,"GAIL profit up 42% at Rs 1,303 crore"
positive,AstraZeneca Dec qtr net up 28.26% at Rs 28.32 cr
positive,Dish TV is a very good stock: Networth Stock Broking
positive,"Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years ."
positive,"ETFs invest Rs 1,235 crore in a week in India; EM index posts biggest weekly gain in 17 years"
positive,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million ."
positive,Plywood and packaging stocks see upward movement on hopes that GST bill will be passed
positive,Sterling index at six-week high as chances of BoE rate hike grow
positive,"Jet Airways: Sustained efforts promise good results ahead, risks persist"
positive,Hedger earns big notional gain in MCX gold futures
positive,Prefer Infosys over TCS in IT sector: Prashastha Seth
positive,Rouble drops against dollar as oil price slumps again
positive,"MRPL: Outlook positive due to better margins, capex"
positive,Essar Ports gets shareholders' nod to raise up to $1 billion
positive,"Nifty hits fresh record high; touches 6,822 in intra-day deals"
positive,Indo Rama Synthetics Q3 zooms manifold to Rs 97.38 crore
positive,JMD Telefilms to enter mobile phone biz; stock up
positive,"Dow hits intraday high, boosted by Citi, deals"
positive,Egypt Suez Canal May revenue rises
positive,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland ."
positive,Alembic Pharma Q4 net profit rises 14.74% to Rs 70.33 crore
positive,Net sales revenue per passenger is expected to increase .
positive,Yes Bank performed better than expectation: Ambareesh Baliga
positive,"Heard on the Street: IDFC MFs star picks, and discussion on GIFT"
positive,Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .
positive,"CERC tariff order: NTPC at 5-year low, Tata Power zooms 7%"
positive,"Upsides to come from smallcaps, midcaps and real estate: Saurabh Mukherjea"
positive,"IDFC Ltds Rs 1,000 crore QIP draws big investor interest"
positive,Euronext London gets key UK regulatory approval
positive,Banks outpace flat UK FTSE after RBS bumper results
positive,Technical Check: Havells likely to resume uptrend soon; buy for a target of Rs 325
positive,Insecticides India Q1 net profit up 23 per cent at Rs 17.4 crore
positive,"Nalco net jumps 31% to Rs 1,069 crore"
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 ."
positive,DCB Bank shares bounce back as lender revises expansion plan
positive,2014: A year for midcaps - Do you have a strategy?
positive," Akamai Technologies reported stronger than projected earnings, driven by increased demand for its cybersecurity and media content delivery services. Revenue from its cloud security business rose 36% to $185 million, and the security unit is expected to exceed $1 billion in annual revenue soon. The company's media and carrier division saw an"
positive,Dhanlaxmi Bank surges to upper limit on Kotak takeover report
positive,"IOC, HPCL, BPCL gain on hike in fuel price"
positive,Cement companies rally on Holcim-Lafarge merger
positive,Uflex Q3 profit jumps 47.22 per cent to Rs 53 crore
positive,Rajesh Exports surges 16% on UAE export order
positive,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 ."
positive," The stock market continued its rally on Tuesday, with the Dow Jones Industrial Average, S&P 500, and Nasdaq Composite all posting gains. Optimism over progress in trade talks between the US and China was a major contributor to the market's positive sentiment, with reports suggesting that both parties are narrowing their differences ahead"
positive,From fragile five to two good: Dollar flexing muscles but rupee is fit too
positive,"BSE, NSE among top five emerging market bourses: Sebi"
positive,"Fitch ratings raise outlook on Malaysia; ringgit, stocks jump"
positive,Deutsche Bank and Diageo outperform weaker European stock markets
positive,"Deal with Adidas will benefit Lovable: Phani Shekhar, Angel Broking"
positive,"Educomp, IFCI back on Rar(e)ing bulls radar"
positive,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units ."
positive,"Gold extends gains on festive buying, weak rupee"
positive,"Surge in government spending to pump up infrastructure, related companies: Analysts"
positive,Even a minor price hike can power up Adani Power
positive,"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation ."
positive,Buy Cummins India with a target of Rs 950: Mitesh Thacker
positive,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .
positive,"`` Our decision and resolve on MeeGo is only stronger , '' she continued ."
positive,IVRCL rallies over 8% on assets sale plan to pare debt
positive,Viceroy Hotels rallies over 9% on stake sale reports
positive,Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .
positive,Wait and watch Monsanto: Sudip Bandyopadhyay
positive,"Seoul shares poised to gain for 3rd day, won eases"
positive,"German data brings relief to euro, dollar rise stalls"
positive,Lean System supports change management and component purchasing extremely well .
positive,"China, East Asian stocks to extend rally on PBC's easing: Poll"
positive,Brokerages up target price for Tech Mahindra post Comviva buy
positive,"Midcap, smallcaps outperform large cap stocks, better results cited as reason"
positive,"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China ."
positive,Parsvnath raises Rs 270 cr through QIP to fund projects
positive,"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 ."
positive,"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength ."
positive,Muthoot Capital net profit rises 15% for Q2
positive,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 ."
positive,"Blackstone ups stake in MCX,buys 14.2 lakh shares for Rs 81 cr"
positive,Recommend looking at telecom stocks from long-term view: Anand Tandon
positive,Sanofi India stock likely to be re-rated on company's improving fundamentals
positive,( I&H ) in a move to enhance growth .
positive,FII exit will not hurt Nifty as retail investors take charge
positive,"Financials, infra, capital goods look exciting: Goldman Sachs"
positive,Euronext posts strongest September since 2008
positive,"Dow, S&P close at record highs as rate-hike angst abates"
positive,Chemical company BASF India Q1 net profit up by 36%
positive,"DRL,  Sun Pharma top pharma picks: Harendra Kumar"
positive,IFC raises Rs 300 crore more from global rupee bond sale
positive,Manappuram Finance plans to garner up to Rs 200 cr via NCDs
positive,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .
positive,Renuka Sugars a good buy: Devang Visaria
positive,"Banking, energy and FMCG stocks may push Nifty towards 6650-6700: Mitesh Thacker"
positive,Domestic funds moving to mid cap & cyclical stocks: Vijai Mantri
positive,"Definance Technologies, now Hinduja Tech, plans to enter new markets"
positive,Subex rises on order win from Idea Cellular
positive,Cheaper raw materials lift India Inc margins for June quarter
positive,bullish on IT for whole of this year: Anand Tandon
positive,Deutsche Bank upgrades Hindustan Unilever to 'buy'
positive,"Raised Infosys' weightage in portfolios post Q2 numbers: Sachin Shah, Emkay Investment Managers"
positive,Kinetic Engineering hits upper circuit limit; jumps 5%
positive,Lower subsidy burden to boost OMCs growth
positive,About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .
positive,"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period ."
positive,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said ."
positive,"German shares outperform on Metro, Deutsche Bank"
positive,"Raymond a good pick in the textile space: Anil Rego, Right Horizons"
positive,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .
positive,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year ."
positive,Orix Corp in talks to buy TPG Capital stake; Shriram Transport up
positive,"Binani Cement settles 3 pc higher, Binani Ind hit upper-limit"
positive,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''"
positive,"Lead futures up on firm spot demand, global cues"
positive,Metals including other commodities would benefit: Vineet Bhatnagar
positive,Puravankara Projects Q4 net jumps 71 per cent
positive,Jeera futures edge higher 3.20% on export demand
positive,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .
positive,Parabolic IPO gets 76% demand by Day 2
positive,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 ."
positive,Crompton Greaves extends rally on stake sale reports; up over 20% since February
positive,"Once above Rs 268, Crompton Greaves can touch Rs 280: Sandeep Wagle"
positive,The pipeline is strong .
